dataset,trial,examples,features,classes,train_size,validation_size,test_size,base_learners,candidate_learners,validation_slack,validation_accuracy_cutoff,edge_density_target,edge_threshold,graph_edges,graph_density,mean_pair_validation_agreement,gamma_dsi,red_size,blue_size,selected_size,red_vertices,blue_vertices,lex_red_size,lex_blue_size,lex_red_vertices,lex_blue_vertices,lex_dsi_weight_objective,lex_dsi_changed_selection,margin_red_size,margin_blue_size,margin_red_vertices,margin_blue_vertices,margin_dsi_weight_objective,margin_dsi_validation_strict_correct,margin_dsi_changed_selection,dsi_validation_accuracy,lex_dsi_validation_accuracy,margin_dsi_validation_accuracy,topk_validation_accuracy,dsi_test_accuracy,lex_dsi_test_accuracy,margin_dsi_test_accuracy,topk_test_accuracy,full_test_accuracy,best_individual_test_accuracy,random_mean_test_accuracy,random_sd_test_accuracy,dsi_minus_random_accuracy,lex_dsi_minus_random_accuracy,margin_dsi_minus_random_accuracy,dsi_minus_topk_accuracy,lex_dsi_minus_topk_accuracy,margin_dsi_minus_topk_accuracy,dsi_minus_full_accuracy,lex_dsi_minus_full_accuracy,margin_dsi_minus_full_accuracy,dsi_accuracy_percentile,lex_dsi_accuracy_percentile,margin_dsi_accuracy_percentile,dsi_mean_pair_agreement,lex_dsi_mean_pair_agreement,margin_dsi_mean_pair_agreement,topk_mean_pair_agreement,random_mean_pair_agreement,dsi_avg_error_correlation,lex_dsi_avg_error_correlation,margin_dsi_avg_error_correlation,topk_avg_error_correlation,random_mean_error_correlation,dsi_status,lex_dsi_status,margin_dsi_status,cbc_wall_time_seconds,lex_cbc_wall_time_seconds,margin_cbc_wall_time_seconds,driver_wall_time_seconds,lex_driver_wall_time_seconds,margin_driver_wall_time_seconds,cbc_nodes,lex_cbc_nodes,margin_cbc_nodes,lp_file,log_file,solution_file,lex_lp_file,lex_log_file,lex_solution_file,margin_lp_file,margin_log_file,margin_solution_file
iris,0,150,4,3,90,30,30,48,17,0.050,0.950000,0.250,1.000000,64,0.470588,0.982353,4,2,2,4,4 16,0 3,2,2,3 16,4 8,3.933334,1,2,2,2 12,5 8,29.003934,29,1,1.000000,1.000000,1.000000,1.000000,0.933333,0.933333,1.000000,1.000000,1.000000,1.000000,0.990000,0.024097,-0.056667,-0.056667,0.010000,-0.066667,-0.066667,0.000000,-0.066667,-0.066667,0.000000,0.067500,0.067500,0.582500,0.927778,0.927778,0.938889,1.000000,0.948667,0.388834,0.388834,0.133631,0.000000,0.110103,Optimal,Optimal,Optimal,0.01,0.01,0.02,0.025971,0.017165,0.028851,0,0,0,lp/iris_trial_000.lp,logs/iris_trial_000.log,solutions/iris_trial_000.sol,lp/iris_trial_000_lex.lp,logs/iris_trial_000_lex.log,solutions/iris_trial_000_lex.sol,lp/iris_trial_000_margin.lp,logs/iris_trial_000_margin.log,solutions/iris_trial_000_margin.sol
iris,1,150,4,3,90,30,30,48,26,0.050,0.950000,0.250,1.000000,133,0.409231,0.977846,6,3,3,6,5 7 13,0 24 25,3,3,3 13 23,0 1 12,5.866668,1,3,3,13 22 24,0 10 14,30.005868,30,1,1.000000,1.000000,1.000000,1.000000,0.933333,0.933333,0.933333,0.933333,0.933333,0.933333,0.932000,0.006548,0.001333,0.001333,0.001333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.520000,0.520000,0.520000,0.942222,0.942222,0.946667,0.966667,0.947744,0.659667,0.659667,0.659828,0.830377,0.665325,Optimal,Optimal,Optimal,0.02,0.04,0.03,0.032017,0.051851,0.039559,0,0,0,lp/iris_trial_001.lp,logs/iris_trial_001.log,solutions/iris_trial_001.sol,lp/iris_trial_001_lex.lp,logs/iris_trial_001_lex.log,solutions/iris_trial_001_lex.sol,lp/iris_trial_001_margin.lp,logs/iris_trial_001_margin.log,solutions/iris_trial_001_margin.sol
iris,2,150,4,3,90,30,30,48,17,0.050,0.883333,0.250,1.000000,45,0.330882,0.934314,9,8,1,9,0 1 2 3 7 8 12 14,16,8,1,0 1 2 3 7 8 12 14,9,8.199999,1,8,1,0 1 2 3 7 8 12 14,4,28.008199,28,1,0.933333,0.933333,0.933333,0.933333,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.946296,0.946296,0.942593,0.987037,0.964407,0.456795,0.456795,0.315148,0.583333,0.508892,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.015809,0.016096,0.020862,0,0,0,lp/iris_trial_002.lp,logs/iris_trial_002.log,solutions/iris_trial_002.sol,lp/iris_trial_002_lex.lp,logs/iris_trial_002_lex.log,solutions/iris_trial_002_lex.sol,lp/iris_trial_002_margin.lp,logs/iris_trial_002_margin.log,solutions/iris_trial_002_margin.sol
iris,3,150,4,3,90,30,30,48,17,0.050,0.950000,0.250,1.000000,60,0.441176,0.979902,5,2,3,5,6 16,0 4 11,2,3,5 12,4 10 13,4.900001,1,2,3,0 5,4 15 16,30.004901,30,1,1.000000,1.000000,1.000000,1.000000,0.933333,0.933333,0.933333,0.966667,0.966667,0.966667,0.953500,0.024533,-0.020167,-0.020167,-0.020167,-0.033333,-0.033333,-0.033333,-0.033333,-0.033333,-0.033333,0.200000,0.200000,0.200000,0.906667,0.926667,0.933333,0.980000,0.940433,0.388921,0.285230,0.491685,0.816885,0.497752,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.017726,0.017840,0.019799,0,0,0,lp/iris_trial_003.lp,logs/iris_trial_003.log,solutions/iris_trial_003.sol,lp/iris_trial_003_lex.lp,logs/iris_trial_003_lex.log,solutions/iris_trial_003_lex.sol,lp/iris_trial_003_margin.lp,logs/iris_trial_003_margin.log,solutions/iris_trial_003_margin.sol
iris,4,150,4,3,90,30,30,48,18,0.050,0.950000,0.250,1.000000,57,0.372549,0.974946,6,4,2,6,1 11 13 17,0 10,4,2,3 11 13 14,1 15,5.866668,1,4,2,1 9 11 13,2 17,30.005868,30,1,1.000000,1.000000,1.000000,1.000000,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.960333,0.013110,0.006333,0.006333,0.006333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.595000,0.595000,0.595000,0.971111,0.971111,0.964444,0.971111,0.973833,0.787291,0.787291,0.727197,0.745456,0.708980,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.017556,0.018475,0.019509,0,0,0,lp/iris_trial_004.lp,logs/iris_trial_004.log,solutions/iris_trial_004.sol,lp/iris_trial_004_lex.lp,logs/iris_trial_004_lex.log,solutions/iris_trial_004_lex.sol,lp/iris_trial_004_margin.lp,logs/iris_trial_004_margin.log,solutions/iris_trial_004_margin.sol
iris,5,150,4,3,90,30,30,48,25,0.050,0.883333,0.250,0.966667,104,0.346667,0.919556,8,4,4,8,4 6 22 23,0 5 16 19,4,4,1 4 6 23,0 5 17 19,7.433331,1,3,5,5 20 22,0 1 4 6 23,28.007431,28,1,0.933333,0.966667,0.966667,0.933333,0.933333,0.933333,0.933333,0.933333,0.933333,0.933333,0.935167,0.013858,-0.001833,-0.001833,-0.001833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.472500,0.472500,0.472500,0.925000,0.938095,0.925000,0.933333,0.934155,0.467758,0.626425,0.518256,0.511704,0.541903,Optimal,Optimal,Optimal,0.02,0.01,0.04,0.033456,0.022690,0.044280,0,0,0,lp/iris_trial_005.lp,logs/iris_trial_005.log,solutions/iris_trial_005.sol,lp/iris_trial_005_lex.lp,logs/iris_trial_005_lex.log,solutions/iris_trial_005_lex.sol,lp/iris_trial_005_margin.lp,logs/iris_trial_005_margin.log,solutions/iris_trial_005_margin.sol
iris,6,150,4,3,90,30,30,48,16,0.050,0.916667,0.250,0.966667,41,0.341667,0.931111,6,3,3,6,7 9 12,6 11 15,3,3,5 10 12,7 8 15,5.533332,1,3,3,5 8 15,6 9 12,27.005532,27,1,0.933333,0.933333,0.933333,0.966667,0.900000,0.900000,0.900000,0.966667,0.900000,0.966667,0.908667,0.023210,-0.008667,-0.008667,-0.008667,-0.066667,-0.066667,-0.066667,0.000000,0.000000,0.000000,0.437500,0.437500,0.437500,0.971111,0.971111,0.971111,0.942222,0.950156,0.851180,0.851180,0.851180,0.574025,0.678728,Optimal,Optimal,Optimal,0.01,0.01,0.03,0.014923,0.015383,0.038703,0,0,0,lp/iris_trial_006.lp,logs/iris_trial_006.log,solutions/iris_trial_006.sol,lp/iris_trial_006_lex.lp,logs/iris_trial_006_lex.log,solutions/iris_trial_006_lex.sol,lp/iris_trial_006_margin.lp,logs/iris_trial_006_margin.log,solutions/iris_trial_006_margin.sol
iris,7,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,1.000000,47,0.391667,0.963611,8,3,5,8,1 5 10,0 2 3 4 8,3,5,2 5 8,0 1 3 4 10,7.700001,0,3,5,2 5 12,0 1 3 4 8,29.007701,29,1,1.000000,1.000000,1.000000,1.000000,0.933333,0.933333,0.933333,0.933333,0.966667,0.933333,0.962667,0.011362,-0.029333,-0.029333,-0.029333,0.000000,0.000000,0.000000,-0.033333,-0.033333,-0.033333,0.062500,0.062500,0.062500,0.964286,0.964286,0.964286,0.964286,0.967583,0.583210,0.583210,0.583210,0.583210,0.462476,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.020668,0.015736,0.021999,0,0,0,lp/iris_trial_007.lp,logs/iris_trial_007.log,solutions/iris_trial_007.sol,lp/iris_trial_007_lex.lp,logs/iris_trial_007_lex.log,solutions/iris_trial_007_lex.sol,lp/iris_trial_007_margin.lp,logs/iris_trial_007_margin.log,solutions/iris_trial_007_margin.sol
iris,8,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,1.000000,43,0.358333,0.974722,7,3,4,7,1 2 5,4 8 12 15,3,4,8 12 14,0 2 13 15,6.833335,1,3,4,7 8 12,2 13 14 15,30.006835,30,1,1.000000,1.000000,1.000000,1.000000,0.933333,0.900000,0.900000,0.933333,0.933333,0.933333,0.927000,0.016503,0.006333,-0.027000,-0.027000,0.000000,-0.033333,-0.033333,0.000000,-0.033333,-0.033333,0.595000,0.117500,0.117500,0.933333,0.936508,0.939683,0.958730,0.943730,0.620737,0.628179,0.665791,0.708797,0.653617,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.015512,0.015512,0.017202,0,0,0,lp/iris_trial_008.lp,logs/iris_trial_008.log,solutions/iris_trial_008.sol,lp/iris_trial_008_lex.lp,logs/iris_trial_008_lex.log,solutions/iris_trial_008_lex.sol,lp/iris_trial_008_margin.lp,logs/iris_trial_008_margin.log,solutions/iris_trial_008_margin.sol
iris,9,150,4,3,90,30,30,48,16,0.050,0.916667,0.250,1.000000,45,0.375000,0.957500,8,7,1,8,0 5 10 11 13 14 15,12,7,1,0 8 10 11 13 14 15,12,7.433332,1,7,1,0 10 11 12 13 14 15,8,28.007432,28,1,0.933333,0.933333,0.933333,0.933333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.958333,0.935714,0.935714,0.991667,0.959786,-0.005653,0.008064,0.008064,0.000000,0.006382,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.017374,0.014290,0.016535,0,0,0,lp/iris_trial_009.lp,logs/iris_trial_009.log,solutions/iris_trial_009.sol,lp/iris_trial_009_lex.lp,logs/iris_trial_009_lex.log,solutions/iris_trial_009_lex.sol,lp/iris_trial_009_margin.lp,logs/iris_trial_009_margin.log,solutions/iris_trial_009_margin.sol
iris,10,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,0.966667,40,0.333333,0.927778,6,4,2,6,2 8 11 15,7 9,4,2,2 8 11 15,7 9,5.633333,0,4,2,7 8 11 15,2 9,29.005633,29,0,1.000000,1.000000,1.000000,1.000000,0.966667,0.966667,0.966667,1.000000,0.966667,1.000000,0.973833,0.019735,-0.007167,-0.007167,-0.007167,-0.033333,-0.033333,-0.033333,0.000000,0.000000,0.000000,0.392500,0.392500,0.392500,0.960000,0.960000,0.960000,0.964444,0.938778,0.503831,0.503831,0.503831,0.124138,0.317602,Optimal,Optimal,Optimal,0.01,0.00,0.01,0.013736,0.011906,0.021823,0,0,0,lp/iris_trial_010.lp,logs/iris_trial_010.log,solutions/iris_trial_010.sol,lp/iris_trial_010_lex.lp,logs/iris_trial_010_lex.log,solutions/iris_trial_010_lex.sol,lp/iris_trial_010_margin.lp,logs/iris_trial_010_margin.log,solutions/iris_trial_010_margin.sol
iris,11,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,1.000000,31,0.258333,0.963889,8,4,4,8,1 5 8 15,0 6 7 10,4,4,2 6 9 15,1 4 8 10,7.666666,1,4,4,1 6 9 15,0 5 10 11,29.007666,29,1,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.933333,0.966667,0.954000,0.016220,0.012667,0.012667,0.012667,0.000000,0.000000,0.000000,0.033333,0.033333,0.033333,0.690000,0.690000,0.690000,0.941667,0.945238,0.941667,0.958333,0.952976,0.354019,0.443650,0.354019,0.523390,0.469463,Optimal,Optimal,Optimal,0.01,0.00,0.01,0.017339,0.012940,0.018620,0,0,0,lp/iris_trial_011.lp,logs/iris_trial_011.log,solutions/iris_trial_011.sol,lp/iris_trial_011_lex.lp,logs/iris_trial_011_lex.log,solutions/iris_trial_011_lex.sol,lp/iris_trial_011_margin.lp,logs/iris_trial_011_margin.log,solutions/iris_trial_011_margin.sol
iris,12,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,1.000000,31,0.258333,0.965278,7,4,3,7,0 6 9 15,5 7 11,4,3,2 8 13 15,0 7 11,6.800001,1,4,3,3 6 13 15,2 8 12,30.006801,30,1,1.000000,1.000000,1.000000,1.000000,0.900000,0.933333,0.933333,0.900000,0.900000,0.933333,0.910333,0.016162,-0.010333,0.023000,0.023000,0.000000,0.033333,0.033333,0.000000,0.033333,0.033333,0.350000,0.845000,0.845000,0.980952,0.946032,0.946032,0.965079,0.957746,0.886734,0.677311,0.677311,0.757158,0.732304,Optimal,Optimal,Optimal,0.01,0.00,0.01,0.017427,0.011907,0.013975,0,0,0,lp/iris_trial_012.lp,logs/iris_trial_012.log,solutions/iris_trial_012.sol,lp/iris_trial_012_lex.lp,logs/iris_trial_012_lex.log,solutions/iris_trial_012_lex.sol,lp/iris_trial_012_margin.lp,logs/iris_trial_012_margin.log,solutions/iris_trial_012_margin.sol
iris,13,150,4,3,90,30,30,48,23,0.050,0.916667,0.250,1.000000,83,0.328063,0.969170,8,4,4,8,4 6 18 19,8 12 17 22,4,4,0 8 18 20,3 12 19 21,7.600000,1,4,4,7 13 16 19,0 6 8 22,28.007600,28,1,0.966667,0.966667,0.966667,0.966667,1.000000,0.966667,0.966667,0.966667,0.966667,0.933333,0.969000,0.013578,0.031000,-0.002333,-0.002333,0.033333,0.000000,0.000000,0.033333,0.000000,0.000000,0.940000,0.465000,0.465000,0.958333,0.951190,0.969048,0.940476,0.953089,0.206367,0.451083,0.429384,0.344823,0.303817,Optimal,Optimal,Optimal,0.01,0.03,0.03,0.022015,0.037811,0.043895,0,0,0,lp/iris_trial_013.lp,logs/iris_trial_013.log,solutions/iris_trial_013.sol,lp/iris_trial_013_lex.lp,logs/iris_trial_013_lex.log,solutions/iris_trial_013_lex.sol,lp/iris_trial_013_margin.lp,logs/iris_trial_013_margin.log,solutions/iris_trial_013_margin.sol
iris,14,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,1.000000,40,0.333333,0.969722,8,3,5,8,1 10 15,5 9 12 13 14,3,5,7 11 15,8 9 10 13 14,7.733334,1,3,5,6 12 15,8 9 10 13 14,29.007734,29,1,1.000000,1.000000,1.000000,1.000000,0.866667,0.866667,0.900000,0.900000,0.900000,0.900000,0.893000,0.013611,-0.026333,-0.026333,0.007000,-0.033333,-0.033333,0.000000,-0.033333,-0.033333,0.000000,0.105000,0.105000,0.605000,0.951190,0.936905,0.935714,0.957143,0.942006,0.783697,0.733785,0.717556,0.805685,0.742507,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.015535,0.015102,0.020385,0,0,0,lp/iris_trial_014.lp,logs/iris_trial_014.log,solutions/iris_trial_014.sol,lp/iris_trial_014_lex.lp,logs/iris_trial_014_lex.log,solutions/iris_trial_014_lex.sol,lp/iris_trial_014_margin.lp,logs/iris_trial_014_margin.log,solutions/iris_trial_014_margin.sol
iris,15,150,4,3,90,30,30,48,17,0.050,0.950000,0.250,1.000000,70,0.514706,0.982353,6,3,3,6,3 5 16,2 4 8,3,3,0 2 15,3 4 11,5.866668,1,3,3,3 5 15,0 2 9,30.005868,30,1,1.000000,1.000000,1.000000,1.000000,0.900000,0.900000,0.933333,0.900000,0.900000,0.900000,0.895667,0.017141,0.004333,0.004333,0.037667,0.000000,0.000000,0.033333,0.000000,0.000000,0.033333,0.565000,0.565000,0.962500,0.971111,0.951111,0.964444,0.960000,0.949233,0.848199,0.766751,0.795519,0.777778,0.735079,Optimal,Optimal,Optimal,0.02,0.03,0.02,0.028178,0.033466,0.025460,0,0,0,lp/iris_trial_015.lp,logs/iris_trial_015.log,solutions/iris_trial_015.sol,lp/iris_trial_015_lex.lp,logs/iris_trial_015_lex.log,solutions/iris_trial_015_lex.sol,lp/iris_trial_015_margin.lp,logs/iris_trial_015_margin.log,solutions/iris_trial_015_margin.sol
iris,16,150,4,3,90,30,30,48,21,0.050,0.950000,0.250,1.000000,94,0.447619,0.979683,6,3,3,6,1 11 14,8 13 20,3,3,0 13 17,5 11 14,5.866668,1,3,3,0 14 15,3 7 13,30.005868,30,1,1.000000,1.000000,1.000000,1.000000,0.933333,0.933333,0.966667,0.966667,0.933333,0.966667,0.930500,0.012846,0.002833,0.002833,0.036167,-0.033333,-0.033333,0.000000,0.000000,0.000000,0.033333,0.542500,0.542500,0.982500,0.944444,0.924444,0.926667,0.940000,0.937733,0.620885,0.421370,0.501811,0.491497,0.539621,Optimal,Optimal,Optimal,0.02,0.04,0.02,0.025232,0.044959,0.033105,0,0,0,lp/iris_trial_016.lp,logs/iris_trial_016.log,solutions/iris_trial_016.sol,lp/iris_trial_016_lex.lp,logs/iris_trial_016_lex.log,solutions/iris_trial_016_lex.sol,lp/iris_trial_016_margin.lp,logs/iris_trial_016_margin.log,solutions/iris_trial_016_margin.sol
iris,17,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,1.000000,49,0.408333,0.957222,7,3,4,7,4 7 9,0 3 6 10,3,4,2 3 13,0 4 6 7,6.599998,1,3,4,4 5 6,0 3 9 15,28.006598,28,1,0.933333,0.933333,0.933333,0.933333,0.900000,0.900000,0.900000,0.866667,0.900000,0.833333,0.901000,0.019744,-0.001000,-0.001000,-0.001000,0.033333,0.033333,0.033333,0.000000,0.000000,0.000000,0.485000,0.485000,0.485000,0.917460,0.930159,0.926984,0.936508,0.934762,0.526548,0.609703,0.539716,0.650256,0.573143,Optimal,Optimal,Optimal,0.01,0.01,0.02,0.016730,0.016508,0.023494,0,0,0,lp/iris_trial_017.lp,logs/iris_trial_017.log,solutions/iris_trial_017.sol,lp/iris_trial_017_lex.lp,logs/iris_trial_017_lex.log,solutions/iris_trial_017_lex.sol,lp/iris_trial_017_margin.lp,logs/iris_trial_017_margin.log,solutions/iris_trial_017_margin.sol
iris,18,150,4,3,90,30,30,48,16,0.050,0.950000,0.250,0.966667,52,0.433333,0.952222,4,3,1,4,8 10 14,7,3,1,8 10 14,7,3.800000,0,3,1,8 9 14,7,28.003800,28,1,0.966667,0.966667,0.966667,1.000000,1.000000,1.000000,1.000000,0.966667,0.966667,0.966667,0.953000,0.021447,0.047000,0.047000,0.047000,0.033333,0.033333,0.033333,0.033333,0.033333,0.033333,0.962500,0.962500,0.962500,0.933333,0.933333,0.933333,0.977778,0.952444,0.218207,0.218207,0.218207,0.796539,0.405308,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.014068,0.017786,0.024468,0,0,0,lp/iris_trial_018.lp,logs/iris_trial_018.log,solutions/iris_trial_018.sol,lp/iris_trial_018_lex.lp,logs/iris_trial_018_lex.log,solutions/iris_trial_018_lex.sol,lp/iris_trial_018_margin.lp,logs/iris_trial_018_margin.log,solutions/iris_trial_018_margin.sol
iris,19,150,4,3,90,30,30,48,18,0.050,0.950000,0.250,1.000000,93,0.607843,0.986057,6,3,3,6,1 2 4,3 8 14,3,3,1 4 8,2 3 5,5.866668,1,3,3,2 4 12,3 8 13,30.005868,30,1,1.000000,1.000000,1.000000,1.000000,0.933333,0.933333,0.933333,0.966667,0.966667,0.966667,0.959000,0.014063,-0.025667,-0.025667,-0.025667,-0.033333,-0.033333,-0.033333,-0.033333,-0.033333,-0.033333,0.115000,0.115000,0.115000,0.957778,0.968889,0.951111,0.971111,0.968844,0.749787,0.836969,0.703297,0.745456,0.784197,Optimal,Optimal,Optimal,0.02,0.02,0.02,0.027546,0.027152,0.028157,0,0,0,lp/iris_trial_019.lp,logs/iris_trial_019.log,solutions/iris_trial_019.sol,lp/iris_trial_019_lex.lp,logs/iris_trial_019_lex.log,solutions/iris_trial_019_lex.sol,lp/iris_trial_019_margin.lp,logs/iris_trial_019_margin.log,solutions/iris_trial_019_margin.sol
penguins,0,333,10,3,200,67,66,48,16,0.050,0.950000,0.250,0.925373,33,0.275000,0.809080,8,6,2,8,1 9 11 13 14 15,0 10,6,2,3 8 11 13 14 15,1 9,6.656717,1,2,6,4 8,3 10 11 13 14 15,67.006656,67,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.984848,0.984848,0.984848,0.984848,1.000000,0.978636,0.018615,0.021364,0.006212,0.006212,0.015152,0.000000,0.000000,0.015152,0.000000,0.000000,0.950000,0.560000,0.560000,0.750541,0.754870,0.748377,0.980519,0.830817,0.119957,0.182148,0.121745,0.412400,0.229059,Optimal,Optimal,Optimal,0.01,0.01,0.02,0.013279,0.019846,0.032559,0,0,0,lp/penguins_trial_000.lp,logs/penguins_trial_000.log,solutions/penguins_trial_000.sol,lp/penguins_trial_000_lex.lp,logs/penguins_trial_000_lex.log,solutions/penguins_trial_000_lex.sol,lp/penguins_trial_000_margin.lp,logs/penguins_trial_000_margin.log,solutions/penguins_trial_000_margin.sol
penguins,1,333,10,3,200,67,66,48,16,0.050,0.950000,0.250,0.895522,30,0.250000,0.848632,9,7,2,9,4 8 9 12 13 14 15,5 11,7,2,5 8 9 12 13 14 15,4 11,7.791045,0,2,7,3 12,1 8 9 11 13 14 15,66.007792,66,1,0.985075,0.985075,0.985075,1.000000,0.954545,0.954545,0.954545,0.984848,0.984848,1.000000,0.975758,0.016500,-0.021212,-0.021212,-0.021212,-0.030303,-0.030303,-0.030303,-0.030303,-0.030303,-0.030303,0.105000,0.105000,0.105000,0.772306,0.772306,0.772306,0.939815,0.820840,0.166853,0.166853,0.166853,0.445850,0.206612,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.013683,0.015252,0.017747,0,0,0,lp/penguins_trial_001.lp,logs/penguins_trial_001.log,solutions/penguins_trial_001.sol,lp/penguins_trial_001_lex.lp,logs/penguins_trial_001_lex.log,solutions/penguins_trial_001_lex.sol,lp/penguins_trial_001_margin.lp,logs/penguins_trial_001_margin.log,solutions/penguins_trial_001_margin.sol
penguins,2,333,10,3,200,67,66,48,16,0.050,0.950000,0.250,0.970149,30,0.250000,0.892786,10,3,7,10,4 10 11,1 8 9 12 13 14 15,3,7,1 10 11,0 8 9 12 13 14 15,9.074627,1,3,7,3 9 10,0 8 11 12 13 14 15,67.009074,67,1,1.000000,1.000000,1.000000,1.000000,0.954545,0.954545,0.954545,1.000000,0.984848,0.984848,0.984318,0.009771,-0.029773,-0.029773,-0.029773,-0.045455,-0.045455,-0.045455,-0.030303,-0.030303,-0.030303,0.010000,0.010000,0.010000,0.845455,0.852525,0.852525,0.954209,0.886296,0.201606,0.275565,0.267863,0.161238,0.179559,Optimal,Optimal,Optimal,0.00,0.00,0.01,0.013244,0.013661,0.014928,0,0,0,lp/penguins_trial_002.lp,logs/penguins_trial_002.log,solutions/penguins_trial_002.sol,lp/penguins_trial_002_lex.lp,logs/penguins_trial_002_lex.log,solutions/penguins_trial_002_lex.sol,lp/penguins_trial_002_margin.lp,logs/penguins_trial_002_margin.log,solutions/penguins_trial_002_margin.sol
penguins,3,333,10,3,200,67,66,48,16,0.050,0.950000,0.250,0.925373,36,0.300000,0.868159,9,2,7,9,0 14,5 9 10 11 12 13 15,3,6,0 9 14,1 10 11 12 13 15,7.910448,1,2,7,1 14,0 9 10 11 12 13 15,65.007912,65,1,0.970149,0.970149,0.970149,1.000000,0.969697,0.969697,0.969697,1.000000,1.000000,1.000000,0.995985,0.013370,-0.026288,-0.026288,-0.026288,-0.030303,-0.030303,-0.030303,-0.030303,-0.030303,-0.030303,0.057500,0.057500,0.057500,0.784933,0.784933,0.784933,0.975589,0.856458,0.089864,0.089864,0.089864,0.021172,0.054375,Optimal,Optimal,Optimal,0.00,0.01,0.01,0.013386,0.013212,0.019217,0,0,0,lp/penguins_trial_003.lp,logs/penguins_trial_003.log,solutions/penguins_trial_003.sol,lp/penguins_trial_003_lex.lp,logs/penguins_trial_003_lex.log,solutions/penguins_trial_003_lex.sol,lp/penguins_trial_003_margin.lp,logs/penguins_trial_003_margin.log,solutions/penguins_trial_003_margin.sol
penguins,4,333,10,3,200,67,66,48,16,0.050,0.935075,0.250,0.940299,37,0.308333,0.868408,9,3,6,9,4 13 15,5 7 10 11 12 14,3,6,4 13 15,2 7 10 11 12 14,7.880598,1,4,5,0 9 13 15,1 10 11 12 14,64.007866,64,1,0.955224,0.955224,0.955224,0.970149,0.909091,0.909091,0.924242,1.000000,1.000000,0.984848,0.995909,0.014387,-0.086818,-0.086818,-0.071667,-0.090909,-0.090909,-0.075758,-0.090909,-0.090909,-0.075758,0.002500,0.002500,0.007500,0.843434,0.843434,0.827862,0.979798,0.881479,0.213351,0.213351,0.183053,-0.002178,0.069029,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.013966,0.012959,0.021305,0,0,0,lp/penguins_trial_004.lp,logs/penguins_trial_004.log,solutions/penguins_trial_004.sol,lp/penguins_trial_004_lex.lp,logs/penguins_trial_004_lex.log,solutions/penguins_trial_004_lex.sol,lp/penguins_trial_004_margin.lp,logs/penguins_trial_004_margin.log,solutions/penguins_trial_004_margin.sol
penguins,5,333,10,3,200,67,66,48,16,0.050,0.950000,0.250,0.970149,40,0.333333,0.902239,8,2,6,8,6 11,5 10 12 13 14 15,2,6,2 10,6 11 12 13 14 15,7.164180,1,2,6,2 11,4 10 12 13 14 15,65.007163,65,1,0.985075,0.985075,0.985075,0.985075,0.984848,0.984848,0.984848,1.000000,1.000000,0.984848,0.993030,0.009344,-0.008182,-0.008182,-0.008182,-0.015152,-0.015152,-0.015152,-0.015152,-0.015152,-0.015152,0.230000,0.230000,0.230000,0.847403,0.843074,0.843074,0.960498,0.897156,0.110779,0.121879,0.121879,0.020236,0.126188,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.016975,0.013717,0.019438,0,0,0,lp/penguins_trial_005.lp,logs/penguins_trial_005.log,solutions/penguins_trial_005.sol,lp/penguins_trial_005_lex.lp,logs/penguins_trial_005_lex.log,solutions/penguins_trial_005_lex.sol,lp/penguins_trial_005_margin.lp,logs/penguins_trial_005_margin.log,solutions/penguins_trial_005_margin.sol
