dataset,trial,examples,features,classes,train_size,validation_size,test_size,base_learners,candidate_learners,validation_slack,validation_accuracy_cutoff,edge_density_target,edge_threshold,graph_edges,graph_density,mean_pair_validation_agreement,gamma_dsi,red_size,blue_size,selected_size,red_vertices,blue_vertices,lex_red_size,lex_blue_size,lex_red_vertices,lex_blue_vertices,lex_dsi_weight_objective,lex_dsi_changed_selection,margin_red_size,margin_blue_size,margin_red_vertices,margin_blue_vertices,margin_dsi_weight_objective,margin_dsi_validation_strict_correct,margin_dsi_changed_selection,dsi_validation_accuracy,lex_dsi_validation_accuracy,margin_dsi_validation_accuracy,topk_validation_accuracy,dsi_test_accuracy,lex_dsi_test_accuracy,margin_dsi_test_accuracy,topk_test_accuracy,full_test_accuracy,best_individual_test_accuracy,random_mean_test_accuracy,random_sd_test_accuracy,dsi_minus_random_accuracy,lex_dsi_minus_random_accuracy,margin_dsi_minus_random_accuracy,dsi_minus_topk_accuracy,lex_dsi_minus_topk_accuracy,margin_dsi_minus_topk_accuracy,dsi_minus_full_accuracy,lex_dsi_minus_full_accuracy,margin_dsi_minus_full_accuracy,dsi_accuracy_percentile,lex_dsi_accuracy_percentile,margin_dsi_accuracy_percentile,dsi_mean_pair_agreement,lex_dsi_mean_pair_agreement,margin_dsi_mean_pair_agreement,topk_mean_pair_agreement,random_mean_pair_agreement,dsi_avg_error_correlation,lex_dsi_avg_error_correlation,margin_dsi_avg_error_correlation,topk_avg_error_correlation,random_mean_error_correlation,dsi_status,lex_dsi_status,margin_dsi_status,cbc_wall_time_seconds,lex_cbc_wall_time_seconds,margin_cbc_wall_time_seconds,driver_wall_time_seconds,lex_driver_wall_time_seconds,margin_driver_wall_time_seconds,cbc_nodes,lex_cbc_nodes,margin_cbc_nodes,lp_file,log_file,solution_file,lex_lp_file,lex_log_file,lex_solution_file,margin_lp_file,margin_log_file,margin_solution_file
wine,6,178,13,3,107,36,35,48,16,0.050,0.922222,0.250,0.944444,42,0.350000,0.912963,8,5,3,8,6 9 10 12 15,4 5 14,6,2,2 3 10 12 14 15,1 4,7.416666,1,6,2,0 4 10 12 14 15,2 3,34.007416,34,1,0.944444,0.972222,0.972222,0.972222,0.914286,0.942857,0.942857,0.942857,0.942857,0.971429,0.947714,0.014636,-0.033429,-0.004857,-0.004857,-0.028571,0.000000,0.000000,-0.028571,0.000000,0.000000,0.030000,0.415000,0.415000,0.897959,0.906122,0.904082,0.931633,0.921913,0.469517,0.459147,0.414413,0.523084,0.470890,Optimal,Optimal,Optimal,0.04,0.01,0.02,0.052844,0.014431,0.029578,0,0,0,lp/wine_trial_006.lp,logs/wine_trial_006.log,solutions/wine_trial_006.sol,lp/wine_trial_006_lex.lp,logs/wine_trial_006_lex.log,solutions/wine_trial_006_lex.sol,lp/wine_trial_006_margin.lp,logs/wine_trial_006_margin.log,solutions/wine_trial_006_margin.sol
wine,7,178,13,3,107,36,35,48,16,0.050,0.950000,0.250,1.000000,37,0.308333,0.959259,9,2,7,9,4 10,7 9 11 12 13 14 15,2,7,8 9,7 10 11 12 13 14 15,8.666666,1,2,7,6 10,2 9 11 12 13 14 15,36.008666,36,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.971429,0.971429,1.000000,1.000000,0.985286,0.014315,0.014714,0.014714,-0.013857,0.028571,0.028571,0.000000,0.000000,0.000000,-0.028571,0.757500,0.757500,0.257500,0.880952,0.880952,0.888889,0.963492,0.920357,0.120653,0.107031,0.184717,0.330223,0.214839,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.013913,0.013116,0.014104,0,0,0,lp/wine_trial_007.lp,logs/wine_trial_007.log,solutions/wine_trial_007.sol,lp/wine_trial_007_lex.lp,logs/wine_trial_007_lex.log,solutions/wine_trial_007_lex.sol,lp/wine_trial_007_margin.lp,logs/wine_trial_007_margin.log,solutions/wine_trial_007_margin.sol
wine,8,178,13,3,107,36,35,48,16,0.050,0.922222,0.250,0.944444,32,0.266667,0.874537,9,8,1,9,0 9 10 11 12 13 14 15,5,7,2,3 10 11 12 13 14 15,0 9,7.999999,1,7,2,5 10 11 12 13 14 15,1 9,36.007999,36,1,1.000000,1.000000,1.000000,0.944444,0.914286,0.914286,0.942857,0.971429,0.971429,0.942857,0.966857,0.011614,-0.052571,-0.052571,-0.024000,-0.057143,-0.057143,-0.028571,-0.057143,-0.057143,-0.028571,0.007500,0.007500,0.080000,0.851587,0.851587,0.850794,0.968254,0.892726,0.359997,0.359997,0.341499,0.620634,0.382084,Optimal,Optimal,Optimal,0.01,0.00,0.01,0.014190,0.012449,0.014171,0,0,0,lp/wine_trial_008.lp,logs/wine_trial_008.log,solutions/wine_trial_008.sol,lp/wine_trial_008_lex.lp,logs/wine_trial_008_lex.log,solutions/wine_trial_008_lex.sol,lp/wine_trial_008_margin.lp,logs/wine_trial_008_margin.log,solutions/wine_trial_008_margin.sol
wine,9,178,13,3,107,36,35,48,16,0.050,0.922222,0.250,0.972222,46,0.383333,0.924769,7,6,1,7,1 11 12 13 14 15,0,6,1,1 11 12 13 14 15,0,6.416667,0,6,1,3 11 12 13 14 15,2,35.006417,35,1,0.972222,0.972222,0.972222,0.972222,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998857,0.005613,0.001143,0.001143,0.001143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.520000,0.520000,0.520000,0.915646,0.915646,0.915646,0.978231,0.924605,0.104237,0.104237,0.104237,0.033173,0.062525,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.013934,0.015106,0.015201,0,0,0,lp/wine_trial_009.lp,logs/wine_trial_009.log,solutions/wine_trial_009.sol,lp/wine_trial_009_lex.lp,logs/wine_trial_009_lex.log,solutions/wine_trial_009_lex.sol,lp/wine_trial_009_margin.lp,logs/wine_trial_009_margin.log,solutions/wine_trial_009_margin.sol
wine,10,178,13,3,107,36,35,48,16,0.050,0.922222,0.250,0.944444,71,0.591667,0.935417,5,3,2,5,2 6 13,1 10,4,1,4 9 10 15,0,4.749999,1,3,2,3 10 13,5 8,36.004749,36,1,1.000000,0.972222,1.000000,0.972222,0.971429,0.971429,0.971429,0.971429,1.000000,0.914286,0.976000,0.019728,-0.004571,-0.004571,-0.004571,0.000000,0.000000,0.000000,-0.028571,-0.028571,-0.028571,0.420000,0.420000,0.420000,0.937143,0.820000,0.897143,0.911429,0.876743,0.149693,0.184734,0.201647,0.206873,0.148272,Optimal,Optimal,Optimal,0.02,0.01,0.01,0.026336,0.018508,0.023131,0,0,0,lp/wine_trial_010.lp,logs/wine_trial_010.log,solutions/wine_trial_010.sol,lp/wine_trial_010_lex.lp,logs/wine_trial_010_lex.log,solutions/wine_trial_010_lex.sol,lp/wine_trial_010_margin.lp,logs/wine_trial_010_margin.log,solutions/wine_trial_010_margin.sol
wine,11,178,13,3,107,36,35,48,16,0.050,0.950000,0.250,0.972222,34,0.283333,0.937731,8,3,5,8,0 10 12,1 11 13 14 15,3,5,0 10 12,1 11 13 14 15,7.611110,0,3,5,1 12 14,0 10 11 13 15,36.007610,36,0,1.000000,1.000000,1.000000,1.000000,0.971429,0.971429,0.971429,0.914286,0.914286,0.914286,0.938857,0.027628,0.032571,0.032571,0.032571,0.057143,0.057143,0.057143,0.057143,0.057143,0.057143,0.832500,0.832500,0.832500,0.954082,0.954082,0.954082,0.914286,0.924724,0.156967,0.156967,0.156967,0.436954,0.339071,Optimal,Optimal,Optimal,0.00,0.03,0.04,0.013304,0.040568,0.051658,0,0,0,lp/wine_trial_011.lp,logs/wine_trial_011.log,solutions/wine_trial_011.sol,lp/wine_trial_011_lex.lp,logs/wine_trial_011_lex.log,solutions/wine_trial_011_lex.sol,lp/wine_trial_011_margin.lp,logs/wine_trial_011_margin.log,solutions/wine_trial_011_margin.sol
wine,12,178,13,3,107,36,35,48,16,0.050,0.950000,0.250,0.972222,56,0.466667,0.953241,7,4,3,7,0 11 13 14,6 12 15,4,3,7 12 14 15,8 9 10,6.666666,1,5,2,7 9 12 14 15,8 10,35.006666,35,1,0.972222,0.972222,0.972222,1.000000,1.000000,0.971429,0.971429,0.971429,0.971429,1.000000,0.972000,0.004928,0.028000,-0.000571,-0.000571,0.028571,0.000000,0.000000,0.028571,0.000000,0.000000,0.987500,0.490000,0.490000,0.828571,0.863946,0.863946,0.961905,0.902707,0.036791,0.271983,0.271983,0.499913,0.329492,Optimal,Optimal,Optimal,0.02,0.02,0.02,0.024611,0.027613,0.026060,0,0,0,lp/wine_trial_012.lp,logs/wine_trial_012.log,solutions/wine_trial_012.sol,lp/wine_trial_012_lex.lp,logs/wine_trial_012_lex.log,solutions/wine_trial_012_lex.sol,lp/wine_trial_012_margin.lp,logs/wine_trial_012_margin.log,solutions/wine_trial_012_margin.sol
wine,13,178,13,3,107,36,35,48,16,0.050,0.950000,0.250,0.972222,54,0.450000,0.950000,6,4,2,6,1 12 14 15,2 13,5,1,1 12 13 14 15,0,5.749999,1,4,2,0 12 14 15,2 13,36.005749,36,1,1.000000,1.000000,1.000000,1.000000,0.942857,0.914286,0.914286,0.942857,0.942857,0.942857,0.933571,0.015672,0.009286,-0.019286,-0.019286,0.000000,-0.028571,-0.028571,0.000000,-0.028571,-0.028571,0.660000,0.180000,0.180000,0.876190,0.878095,0.878095,0.950476,0.905333,0.396164,0.392823,0.392823,0.650661,0.430428,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.016051,0.014673,0.016805,0,0,0,lp/wine_trial_013.lp,logs/wine_trial_013.log,solutions/wine_trial_013.sol,lp/wine_trial_013_lex.lp,logs/wine_trial_013_lex.log,solutions/wine_trial_013_lex.sol,lp/wine_trial_013_margin.lp,logs/wine_trial_013_margin.log,solutions/wine_trial_013_margin.sol
wine,14,178,13,3,107,36,35,48,16,0.050,0.922222,0.250,0.944444,55,0.458333,0.921065,5,3,2,5,3 7 13,0 8,3,2,2 3 13,0 8,4.722222,1,2,3,2 3,1 10 13,35.004722,35,1,0.972222,0.972222,0.972222,0.972222,1.000000,1.000000,0.942857,0.914286,1.000000,0.971429,0.969571,0.032542,0.030429,0.030429,-0.026714,0.085714,0.085714,0.028571,0.000000,0.000000,-0.057143,0.787500,0.787500,0.242500,0.920000,0.908571,0.914286,0.937143,0.886343,0.068192,0.116407,0.191667,0.284247,0.153166,Optimal,Optimal,Optimal,0.01,0.02,0.03,0.017388,0.026875,0.039878,0,0,0,lp/wine_trial_014.lp,logs/wine_trial_014.log,solutions/wine_trial_014.sol,lp/wine_trial_014_lex.lp,logs/wine_trial_014_lex.log,solutions/wine_trial_014_lex.sol,lp/wine_trial_014_margin.lp,logs/wine_trial_014_margin.log,solutions/wine_trial_014_margin.sol
wine,15,178,13,3,107,36,35,48,16,0.050,0.950000,0.250,0.944444,53,0.441667,0.916898,7,5,2,7,0 11 13 14 15,1 12,5,2,0 12 13 14 15,1 11,6.472223,0,5,2,2 11 13 14 15,0 12,36.006473,36,1,1.000000,1.000000,1.000000,1.000000,0.942857,0.942857,0.942857,0.942857,0.942857,0.942857,0.948429,0.016872,-0.005571,-0.005571,-0.005571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.407500,0.407500,0.407500,0.850340,0.850340,0.866667,0.923810,0.878905,0.381888,0.381888,0.427913,0.481889,0.332645,Optimal,Optimal,Optimal,0.02,0.02,0.02,0.032559,0.027389,0.027400,0,0,0,lp/wine_trial_015.lp,logs/wine_trial_015.log,solutions/wine_trial_015.sol,lp/wine_trial_015_lex.lp,logs/wine_trial_015_lex.log,solutions/wine_trial_015_lex.sol,lp/wine_trial_015_margin.lp,logs/wine_trial_015_margin.log,solutions/wine_trial_015_margin.sol
wine,16,178,13,3,107,36,35,48,16,0.050,0.950000,0.250,0.972222,49,0.408333,0.923611,7,6,1,7,1 11 12 13 14 15,0,6,1,1 11 12 13 14 15,0,6.444445,0,6,1,6 11 12 13 14 15,2,35.006445,35,1,0.972222,0.972222,0.972222,1.000000,0.942857,0.942857,0.971429,0.942857,0.914286,0.942857,0.936714,0.018536,0.006143,0.006143,0.034714,0.000000,0.000000,0.028571,0.028571,0.028571,0.057143,0.607500,0.607500,0.937500,0.848980,0.848980,0.838095,0.951020,0.896871,0.260849,0.260849,0.216230,0.645790,0.423271,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.016008,0.015856,0.021692,0,0,0,lp/wine_trial_016.lp,logs/wine_trial_016.log,solutions/wine_trial_016.sol,lp/wine_trial_016_lex.lp,logs/wine_trial_016_lex.log,solutions/wine_trial_016_lex.sol,lp/wine_trial_016_margin.lp,logs/wine_trial_016_margin.log,solutions/wine_trial_016_margin.sol
wine,17,178,13,3,107,36,35,48,16,0.050,0.950000,0.250,0.944444,52,0.433333,0.922685,5,4,1,5,1 13 14 15,0,4,1,1 13 14 15,0,4.722223,0,4,1,0 13 14 15,2,36.004723,36,1,1.000000,1.000000,1.000000,1.000000,0.971429,0.971429,0.914286,0.971429,0.942857,0.942857,0.954286,0.025297,0.017143,0.017143,-0.040000,0.000000,0.000000,-0.057143,0.028571,0.028571,-0.028571,0.715000,0.715000,0.082500,0.854286,0.854286,0.825714,0.925714,0.887471,0.277666,0.277666,0.286332,0.576615,0.277256,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.015210,0.014381,0.016265,0,0,0,lp/wine_trial_017.lp,logs/wine_trial_017.log,solutions/wine_trial_017.sol,lp/wine_trial_017_lex.lp,logs/wine_trial_017_lex.log,solutions/wine_trial_017_lex.sol,lp/wine_trial_017_margin.lp,logs/wine_trial_017_margin.log,solutions/wine_trial_017_margin.sol
wine,18,178,13,3,107,36,35,48,16,0.050,0.922222,0.250,0.916667,48,0.400000,0.892361,5,4,1,5,1 10 13 15,0,4,1,1 10 13 15,0,4.583333,0,2,3,0 15,8 10 13,35.004583,35,1,1.000000,1.000000,1.000000,0.944444,0.971429,0.971429,0.942857,0.914286,0.942857,0.942857,0.942000,0.020637,0.029429,0.029429,0.000857,0.057143,0.057143,0.028571,0.028571,0.028571,0.000000,0.885000,0.885000,0.512500,0.920000,0.920000,0.900000,0.960000,0.922400,0.350070,0.350070,0.259368,0.697477,0.444539,Optimal,Optimal,Optimal,0.00,0.01,0.01,0.014101,0.014095,0.021679,0,0,0,lp/wine_trial_018.lp,logs/wine_trial_018.log,solutions/wine_trial_018.sol,lp/wine_trial_018_lex.lp,logs/wine_trial_018_lex.log,solutions/wine_trial_018_lex.sol,lp/wine_trial_018_margin.lp,logs/wine_trial_018_margin.log,solutions/wine_trial_018_margin.sol
wine,19,178,13,3,107,36,35,48,16,0.050,0.922222,0.250,0.944444,59,0.491667,0.927083,6,2,4,6,7 9,0 10 11 13,3,3,0 6 13,1 4 11,5.638888,1,3,3,2 9 11,0 5 13,34.005638,34,1,0.972222,0.972222,0.972222,0.972222,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.988143,0.015498,0.011857,0.011857,0.011857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.695000,0.695000,0.695000,0.885714,0.916190,0.918095,0.960000,0.922790,0.067110,0.098944,0.009048,0.117647,0.164776,Optimal,Optimal,Optimal,0.05,0.01,0.06,0.059864,0.014409,0.072673,0,0,0,lp/wine_trial_019.lp,logs/wine_trial_019.log,solutions/wine_trial_019.sol,lp/wine_trial_019_lex.lp,logs/wine_trial_019_lex.log,solutions/wine_trial_019_lex.sol,lp/wine_trial_019_margin.lp,logs/wine_trial_019_margin.log,solutions/wine_trial_019_margin.sol
wdbc,0,569,30,2,341,113,115,48,16,0.050,0.941150,0.250,0.938053,35,0.291667,0.922788,6,3,3,6,3 7 11,0 12 15,3,3,3 5 7,0 9 12,5.707965,1,3,3,0 9 12,3 6 7,111.005708,111,1,0.982301,0.991150,0.991150,0.991150,0.973913,0.973913,0.973913,0.947826,0.973913,0.947826,0.964522,0.011869,0.009391,0.009391,0.009391,0.026087,0.026087,0.026087,0.000000,0.000000,0.000000,0.742500,0.742500,0.742500,0.936812,0.928116,0.928116,0.957101,0.934270,0.441139,0.411193,0.411193,0.672423,0.460522,Optimal,Optimal,Optimal,0.01,0.01,0.03,0.017601,0.014146,0.036538,0,0,0,lp/wdbc_trial_000.lp,logs/wdbc_trial_000.log,solutions/wdbc_trial_000.sol,lp/wdbc_trial_000_lex.lp,logs/wdbc_trial_000_lex.log,solutions/wdbc_trial_000_lex.sol,lp/wdbc_trial_000_margin.lp,logs/wdbc_trial_000_margin.log,solutions/wdbc_trial_000_margin.sol
wdbc,1,569,30,2,341,113,115,48,16,0.050,0.914602,0.250,0.955752,35,0.291667,0.937168,6,3,3,6,2 6 13,0 5 11,3,3,1 7 13,0 5 9,5.646019,1,3,3,0 10 12,1 9 15,109.005620,109,1,0.973451,0.973451,0.964602,0.964602,0.973913,0.973913,0.965217,0.973913,0.965217,0.973913,0.959261,0.017793,0.014652,0.014652,0.005957,0.000000,0.000000,-0.008696,0.008696,0.008696,0.000000,0.865000,0.865000,0.577500,0.933913,0.935652,0.927536,0.983768,0.934241,0.482644,0.502060,0.492310,0.758664,0.515394,Optimal,Optimal,Optimal,0.01,0.01,0.09,0.016437,0.023543,0.099277,0,0,0,lp/wdbc_trial_001.lp,logs/wdbc_trial_001.log,solutions/wdbc_trial_001.sol,lp/wdbc_trial_001_lex.lp,logs/wdbc_trial_001_lex.log,solutions/wdbc_trial_001_lex.sol,lp/wdbc_trial_001_margin.lp,logs/wdbc_trial_001_margin.log,solutions/wdbc_trial_001_margin.sol
wdbc,2,569,30,2,341,113,115,48,16,0.050,0.941150,0.250,0.973451,34,0.283333,0.958407,8,4,4,8,2 9 12 14,3 10 13 15,4,4,1 9 11 14,2 7 10 12,7.681417,1,4,4,1 8 11 14,2 7 10 12,110.007682,110,1,0.982301,0.991150,0.991150,0.982301,0.930435,0.930435,0.930435,0.965217,0.939130,0.965217,0.939000,0.015086,-0.008565,-0.008565,-0.008565,-0.034783,-0.034783,-0.034783,-0.008696,-0.008696,-0.008696,0.295000,0.295000,0.295000,0.916460,0.921118,0.926087,0.953416,0.926776,0.580011,0.551400,0.563461,0.626814,0.570853,Optimal,Optimal,Optimal,0.01,0.01,0.01,0.019055,0.012882,0.021739,0,0,0,lp/wdbc_trial_002.lp,logs/wdbc_trial_002.log,solutions/wdbc_trial_002.sol,lp/wdbc_trial_002_lex.lp,logs/wdbc_trial_002_lex.log,solutions/wdbc_trial_002_lex.sol,lp/wdbc_trial_002_margin.lp,logs/wdbc_trial_002_margin.log,solutions/wdbc_trial_002_margin.sol
wdbc,3,569,30,2,341,113,115,48,16,0.050,0.923451,0.250,0.973451,31,0.258333,0.928540,8,3,5,8,1 13 14,2 4 5 10 11,3,5,1 13 14,0 4 5 10 12,7.451326,1,3,5,0 10 11,1 4 5 13 14,109.007452,109,1,0.973451,0.973451,0.973451,0.973451,0.947826,0.965217,0.965217,0.965217,0.921739,0.973913,0.930087,0.026881,0.017739,0.035130,0.035130,-0.017391,0.000000,0.000000,0.026087,0.043478,0.043478,0.697500,0.892500,0.892500,0.918012,0.920186,0.920186,0.945963,0.927443,0.468013,0.477701,0.477701,0.567455,0.566264,Optimal,Optimal,Optimal,0.00,0.00,0.02,0.014160,0.011964,0.029803,0,0,0,lp/wdbc_trial_003.lp,logs/wdbc_trial_003.log,solutions/wdbc_trial_003.sol,lp/wdbc_trial_003_lex.lp,logs/wdbc_trial_003_lex.log,solutions/wdbc_trial_003_lex.sol,lp/wdbc_trial_003_margin.lp,logs/wdbc_trial_003_margin.log,solutions/wdbc_trial_003_margin.sol
wdbc,4,569,30,2,341,113,115,48,16,0.050,0.923451,0.250,0.973451,32,0.266667,0.942183,9,3,6,9,3 11 15,2 9 10 12 13 14,3,6,2 11 15,3 9 10 12 13 14,8.345132,0,3,6,3 11 15,2 9 10 12 13 14,109.008346,109,0,0.964602,0.964602,0.964602,0.955752,0.939130,0.939130,0.939130,0.965217,0.947826,0.956522,0.941913,0.012290,-0.002783,-0.002783,-0.002783,-0.026087,-0.026087,-0.026087,-0.008696,-0.008696,-0.008696,0.410000,0.410000,0.410000,0.874396,0.874396,0.874396,0.930435,0.893756,0.327550,0.327550,0.327550,0.484594,0.368884,Optimal,Optimal,Optimal,0.00,0.00,0.01,0.017445,0.012586,0.021366,0,0,0,lp/wdbc_trial_004.lp,logs/wdbc_trial_004.log,solutions/wdbc_trial_004.sol,lp/wdbc_trial_004_lex.lp,logs/wdbc_trial_004_lex.log,solutions/wdbc_trial_004_lex.sol,lp/wdbc_trial_004_margin.lp,logs/wdbc_trial_004_margin.log,solutions/wdbc_trial_004_margin.sol
wdbc,5,569,30,2,341,113,115,48,16,0.050,0.879204,0.250,0.920354,41,0.341667,0.906268,7,4,3,7,6 7 13 15,4 11 14,5,2,0 11 13 14 15,1 7,6.300885,1,3,4,1 7 15,0 11 13 14,106.006301,106,1,0.920354,0.938053,0.938053,0.929204,0.982609,0.991304,0.991304,0.991304,0.991304,0.991304,0.987696,0.008419,-0.005087,0.003609,0.003609,-0.008696,0.000000,0.000000,-0.008696,0.000000,0.000000,0.272500,0.635000,0.635000,0.937060,0.939545,0.939545,0.973499,0.943834,0.222683,0.141868,0.141868,0.231460,0.205828,Optimal,Optimal,Optimal,0.01,0.09,0.35,0.017266,0.104212,0.364649,0,0,6,lp/wdbc_trial_005.lp,logs/wdbc_trial_005.log,solutions/wdbc_trial_005.sol,lp/wdbc_trial_005_lex.lp,logs/wdbc_trial_005_lex.log,solutions/wdbc_trial_005_lex.sol,lp/wdbc_trial_005_margin.lp,logs/wdbc_trial_005_margin.log,solutions/wdbc_trial_005_margin.sol
wdbc,6,569,30,2,341,113,115,48,17,0.050,0.914602,0.250,0.964602,36,0.264706,0.942478,9,4,5,9,5 10 11 15,3 7 8 9 14,3,6,3 10 14,1 5 7 8 9 15,8.415931,1,3,6,1 5 9,3 7 8 10 14 15,107.008415,107,1,0.946903,0.946903,0.946903,0.955752,0.947826,0.956522,0.956522,0.956522,0.939130,0.939130,0.947826,0.008761,0.000000,0.008696,0.008696,-0.008696,0.000000,0.000000,0.008696,0.017391,0.017391,0.500000,0.812500,0.812500,0.916908,0.918841,0.918841,0.958454,0.937976,0.469819,0.468399,0.468399,0.653731,0.560947,Optimal,Optimal,Optimal,0.01,0.04,0.18,0.017016,0.049594,0.194046,0,0,0,lp/wdbc_trial_006.lp,logs/wdbc_trial_006.log,solutions/wdbc_trial_006.sol,lp/wdbc_trial_006_lex.lp,logs/wdbc_trial_006_lex.log,solutions/wdbc_trial_006_lex.sol,lp/wdbc_trial_006_margin.lp,logs/wdbc_trial_006_margin.log,solutions/wdbc_trial_006_margin.sol
wdbc,7,569,30,2,341,113,115,48,16,0.050,0.896903,0.250,0.946903,37,0.308333,0.918953,8,3,5,8,5 13 14,2 7 8 11 15,2,6,2 13,1 5 7 8 11 15,7.309734,1,2,6,2 13,1 5 7 8 11 15,106.007311,106,1,0.946903,0.946903,0.946903,0.946903,0.956522,0.956522,0.956522,0.956522,0.956522,0.956522,0.954565,0.004566,0.001957,0.001957,0.001957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.607500,0.607500,0.607500,0.908385,0.913354,0.913354,0.956522,0.931874,0.400850,0.422906,0.422906,0.615188,0.490311,Optimal,Optimal,Optimal,0.01,0.00,0.09,0.017831,0.012667,0.098694,0,0,2,lp/wdbc_trial_007.lp,logs/wdbc_trial_007.log,solutions/wdbc_trial_007.sol,lp/wdbc_trial_007_lex.lp,logs/wdbc_trial_007_lex.log,solutions/wdbc_trial_007_lex.sol,lp/wdbc_trial_007_margin.lp,logs/wdbc_trial_007_margin.log,solutions/wdbc_trial_007_margin.sol
wdbc,8,569,30,2,341,113,115,48,16,0.050,0.923451,0.250,0.955752,31,0.258333,0.931047,9,2,7,9,5 13,3 7 8 10 12 14 15,4,5,7 8 12 13,3 5 10 14 15,8.362833,0,3,6,8 12 13,3 5 7 10 14 15,108.008362,108,0,0.955752,0.955752,0.955752,0.955752,0.947826,0.947826,0.947826,0.956522,0.956522,0.956522,0.963261,0.006721,-0.015435,-0.015435,-0.015435,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,-0.008696,0.025000,0.025000,0.025000,0.896618,0.896618,0.896618,0.964734,0.925229,0.322866,0.322866,0.322866,0.619870,0.418897,Optimal,Optimal,Optimal,0.00,0.00,0.01,0.014861,0.012589,0.019317,0,0,0,lp/wdbc_trial_008.lp,logs/wdbc_trial_008.log,solutions/wdbc_trial_008.sol,lp/wdbc_trial_008_lex.lp,logs/wdbc_trial_008_lex.log,solutions/wdbc_trial_008_lex.sol,lp/wdbc_trial_008_margin.lp,logs/wdbc_trial_008_margin.log,solutions/wdbc_trial_008_margin.sol
wdbc,9,569,30,2,341,113,115,48,16,0.050,0.923451,0.250,0.973451,43,0.358333,0.951696,7,2,5,7,1 10,0 2 7 9 14,2,5,8 13,2 3 7 11 14,6.646018,1,4,3,2 7 10 13,3 8 11,110.006646,110,1,0.946903,0.964602,0.973451,0.973451,0.921739,0.973913,0.973913,0.973913,0.973913,0.973913,0.960000,0.014535,-0.038261,0.013913,0.013913,-0.052174,0.000000,0.000000,-0.052174,0.000000,0.000000,0.047500,0.872500,0.872500,0.936232,0.937060,0.939545,0.961077,0.940265,0.547717,0.509486,0.508048,0.568749,0.514834,Optimal,Optimal,Optimal,0.01,0.02,0.03,0.014423,0.030123,0.039946,0,0,0,lp/wdbc_trial_009.lp,logs/wdbc_trial_009.log,solutions/wdbc_trial_009.sol,lp/wdbc_trial_009_lex.lp,logs/wdbc_trial_009_lex.log,solutions/wdbc_trial_009_lex.sol,lp/wdbc_trial_009_margin.lp,logs/wdbc_trial_009_margin.log,solutions/wdbc_trial_009_margin.sol
wdbc,10,569,30,2,341,113,115,48,16,0.050,0.923451,0.250,0.929204,33,0.275000,0.900074,9,4,5,9,6 7 12 14,1 8 9 11 13,4,5,1 6 8 12,0 9 11 13 14,8.185841,1,4,5,0 6 10 12,1 8 9 11 13,108.008186,108,1,0.938053,0.955752,0.955752,0.973451,0.921739,0.921739,0.921739,0.930435,0.921739,0.939130,0.925478,0.006553,-0.003739,-0.003739,-0.003739,-0.008696,-0.008696,-0.008696,0.000000,0.000000,0.000000,0.352500,0.352500,0.352500,0.915942,0.918357,0.918357,0.957488,0.930002,0.491028,0.494951,0.494951,0.711787,0.570783,Optimal,Optimal,Optimal,0.00,0.01,0.05,0.016092,0.017026,0.056249,0,0,0,lp/wdbc_trial_010.lp,logs/wdbc_trial_010.log,solutions/wdbc_trial_010.sol,lp/wdbc_trial_010_lex.lp,logs/wdbc_trial_010_lex.log,solutions/wdbc_trial_010_lex.sol,lp/wdbc_trial_010_margin.lp,logs/wdbc_trial_010_margin.log,solutions/wdbc_trial_010_margin.sol
wdbc,11,569,30,2,341,113,115,48,16,0.050,0.905752,0.250,0.946903,33,0.275000,0.925811,8,3,5,8,0 12 14,2 6 8 9 13,3,5,0 12 15,2 6 8 9 13,7.380531,1,4,4,3 7 11 15,1 5 9 14,107.007373,107,1,0.955752,0.955752,0.964602,0.955752,0.973913,0.973913,0.965217,0.973913,0.973913,0.947826,0.962826,0.014189,0.011087,0.011087,0.002391,0.000000,0.000000,-0.008696,0.000000,0.000000,-0.008696,0.755000,0.755000,0.452500,0.861801,0.863354,0.892857,0.934472,0.890233,0.225802,0.228356,0.336043,0.445849,0.304137,Optimal,Optimal,Optimal,0.04,0.02,0.14,0.050834,0.029845,0.145111,0,0,0,lp/wdbc_trial_011.lp,logs/wdbc_trial_011.log,solutions/wdbc_trial_011.sol,lp/wdbc_trial_011_lex.lp,logs/wdbc_trial_011_lex.log,solutions/wdbc_trial_011_lex.sol,lp/wdbc_trial_011_margin.lp,logs/wdbc_trial_011_margin.log,solutions/wdbc_trial_011_margin.sol
