trials,learners,groups,learners_per_group,validation_samples,test_samples,random_samples_per_trial,correlation_threshold,optimal_dsi_trials,mean_gamma_dsi,min_gamma_dsi,max_gamma_dsi,mean_graph_edges,mean_dsi_accuracy,mean_random_accuracy,mean_accuracy_difference,median_accuracy_difference,dsi_accuracy_wins,mean_dsi_accuracy_percentile,mean_dsi_error_correlation,mean_random_error_correlation,mean_correlation_difference,median_correlation_difference,mean_driver_wall_time_seconds,max_driver_wall_time_seconds
30,48,6,8,1000,3000,200,0.15,30,12.000,12,12,168.000,0.953911,0.933030,0.020881,0.021930,30,0.951667,0.047216,0.078203,-0.030986,-0.030939,0.053579,0.112511
